Chr	GeneID	Start	Stop	CodingLength	S01	S02	S03	S04	S05	S06	S07	S08	S09	S10
chr17	TTLL6	46839593	46894469	3575	8	16	6	4	8	2	12	12	8	2
chr17	TTYH2	72209696	72258157	4090	38	54	46	30	40	28	30	44	32	32
chr17	TUBD1	57936841	57970306	2601	1154	1074	1246	900	1418	838	1332	942	990	1358
chr17	TUBG1	40761358	40767256	1951	3500	5128	4530	2756	8056	3220	6834	3562	3440	7630
chr17	TUBG2	40811266	40819024	1818	404	540	476	318	940	352	704	364	424	920
chr17	TUSC5	1182957	1204281	3596	0	4	0	0	0	0	0	0	0	0
chr17	TXNDC17	6544222	6547861	2075	2338	2866	2768	1960	5072	2062	4200	2244	2262	4842
chr17	UBB	16284367	16286054	971	42610	48366	44170	26006	74834	31918	70128	34080	31484	68028
chr17	UBE2G1	4172512	4269969	4208	8688	6754	9970	7052	8032	7564	8062	7612	7508	7302
chr17	UBE2O	74385613	74449288	5355	4184	4414	4714	2924	4702	3254	4860	3894	3416	4216
chr17	UBE2Z	46985731	47006422	3126	13986	13592	16276	9792	17186	12142	16620	11982	11528	16088
chr17	UBTF	42282401	42298994	5369	11928	13890	13952	9206	19386	10156	17054	10936	10434	17872
chr17	ULK2	19674143	19771239	9139	2618	1982	3002	1672	1736	2302	2148	2298	2270	1702
chr17	UNC119	26873725	26879646	1651	1140	1608	1442	884	2664	1018	2296	1180	1140	2382
chr17	UNC13D	73823308	73840798	4391	554	444	626	430	610	536	630	590	584	488
chr17	UNC45B	33474836	33516364	5679	6	2	0	0	0	12	2	4	8	8
chr17	UNK	73780920	73821886	5045	2976	3232	3296	1978	4028	2606	4454	2760	2470	3756
chr17	USH1G	72912176	72919351	3561	12	14	12	8	6	10	20	12	20	0
chr17	USP22	20902906	20946352	5220	24954	22414	29714	18124	25070	21906	27826	22174	21566	23506
chr17	USP32	58254691	58469586	7026	6124	2532	7410	4312	2026	5576	2632	5338	5662	1986
chr17	USP36	76792965	76836969	5234	4704	4448	5272	4020	4712	4052	4652	4790	4510	3834
chr17	USP43	9548950	9633003	4068	0	6	4	0	2	0	0	2	0	0
chr17	USP6	5031687	5078324	7971	40	54	68	48	84	46	38	32	60	90
chr17	UTP18	49337897	49375292	1884	5894	5628	6886	4956	7994	5084	6628	5350	5222	7078
chr17	UTP6	30190190	30228729	2065	6734	6220	8030	5246	8160	5920	7366	6060	5712	7458
chr17	UTS2R	80332201	80333370	1170	0	0	2	2	2	0	0	0	6	2
chr17	VAMP2	8062465	8066293	2155	3002	3870	3510	2024	5576	2578	6070	2744	2558	5440
chr17	VAT1	41166622	41174459	2758	27136	37438	32012	19378	59884	22806	49086	24488	24098	56810
chr17	VEZF1	56048910	56065615	4633	7970	5446	9394	5600	5016	7184	6482	7044	6962	4798
chr17	VMO1	4688580	4689729	804	10	18	10	8	14	0	18	8	6	26
chr17	VMP1	57784863	57917952	2174	9998	7430	11282	6884	12226	8536	10798	8488	8514	10364
chr17	VPS25	40925454	40931617	1101	2860	3876	3578	2370	6070	2752	5408	2748	2678	5748
chr17	VPS53	411908	618096	13655	4236	4680	5230	3030	6326	3700	6060	3960	3756	5694
chr17	VTN	26694299	26697373	1677	68	34	74	48	132	84	60	60	74	112
chr17	WBP2	73841780	73851501	1944	7194	9224	8448	4894	11832	6248	12426	6340	6414	12412
chr17	WDR16	9479944	9546776	2193	4	2	2	0	0	2	4	0	2	0
chr17	WDR45L	80572438	80606411	2587	8394	7992	9522	6172	9844	7190	9946	7472	6826	8806
chr17	WDR81	1619817	1641893	7227	4286	4888	5214	3034	5464	3508	5224	4254	3878	5134
chr17	WFIKKN2	48912605	48919709	3754	4	0	2	0	14	2	2	8	8	0
chr17	WIPF2	38375574	38438439	5525	6468	4836	7332	4538	4178	5646	5054	5652	5390	3742
chr17	WIPI1	66417422	66453653	1924	2556	2194	2892	1634	2536	2128	2884	2144	2086	2530
chr17	WNK4	40932649	40949084	4178	1296	1548	1606	1050	1572	1008	1580	1288	1168	1362
chr17	WNT3	44841687	44896082	1496	140	96	162	82	64	126	84	100	114	86
chr17	WNT9B	44928968	44954437	1464	0	0	2	0	0	0	2	0	0	0
chr17	WRAP53	7589389	7606820	2281	2070	3020	2366	1582	4920	1738	4142	2044	1814	4216
chr17	WSB1	25621106	25640645	2832	19338	14440	19680	13152	18338	14036	19836	15226	17200	17958
chr17	WSCD1	5973934	6027747	5821	506	886	616	396	840	402	1100	414	398	822
chr17	XAF1	6659156	6678964	3624	21528	13460	22858	11286	14136	18594	19158	16932	14638	12786
chr17	XYLT2	48423393	48438512	3567	2690	3736	3234	1832	4248	2200	4498	2622	2272	4460
chr17	YBX2	7191571	7197876	1583	30	58	42	40	32	34	72	66	30	18
chr17	YPEL2	57409053	57479095	5232	2844	1500	3134	1498	1574	2312	1956	2218	2374	1724
chr17	YWHAE	1247834	1303556	1860	50178	51450	60418	39936	72804	46702	66378	45858	43736	67546
chr17	ZACN	74075263	74078885	1473	16	0	10	6	4	6	10	6	10	10
chr17	ZBTB4	7362685	7387568	6112	7160	6428	8066	4496	6266	6350	7308	5866	5488	6444
chr17	ZFP3	4981754	4999669	4995	362	348	562	272	282	392	308	372	374	274
chr17	ZMYND15	4643319	4649410	2411	4	28	16	12	18	6	22	22	18	28
chr17	ZNF18	11880762	11900689	2767	452	698	602	346	940	384	776	386	416	880
chr17	ZNF207	30677157	30697468	2323	14466	11002	17262	11040	14666	12866	13984	13480	12658	12386
chr17	ZNF232	5009031	5026397	2078	410	386	464	252	650	336	462	342	284	628
chr17	ZNF286A	15602891	15624100	5545	460	344	518	310	388	352	390	388	328	344
chr17	ZNF286B	18561742	18585572	5328	44	34	70	48	30	30	26	56	48	18
chr17	ZNF287	16453631	16472520	4278	118	120	142	94	134	112	160	86	128	160
chr17	ZNF385C	40177594	40190044	2596	42	76	56	42	42	52	80	44	58	66
chr17	ZNF594	5082831	5095178	4877	480	374	610	272	436	410	398	450	416	448
chr17	ZNF624	16524048	16557167	4244	524	346	628	380	278	506	278	486	406	278
chr17	ZNF652	47366568	47439835	11553	2200	1496	2594	1502	1744	2032	1680	1996	1768	1556
chr17	ZNF750	80787310	80797931	3191	34	28	74	44	50	48	38	52	42	40
chr17	ZNF830	33288549	33290205	1657	1054	1086	1286	770	1614	958	1386	828	878	1630
chr17	ZNHIT3	34842473	34851662	953	2356	2568	2740	1904	4130	2072	3498	2004	2146	3902
chr17	ZPBP2	38024455	38034149	2257	0	0	0	0	0	0	0	0	0	0
chr17	ZSWIM7	15879875	15903006	2007	786	874	848	600	1516	676	1324	620	752	1452
chr17	ZZEF1	3907739	4046253	11395	10562	6722	12406	7226	5712	8584	6316	9202	8512	5260
chr18	ABHD3	19230858	19284766	2064	1876	1412	2142	1476	1680	1678	1616	1590	1562	1618
chr18	ACAA2	47309874	47340251	1934	7144	7784	8428	5968	11756	6230	10144	6556	6814	10910
chr18	ADCYAP1	904944	912173	3277	4	6	12	2	20	4	30	4	12	8
chr18	ADNP2	77866915	77898228	5387	5044	3138	5980	3804	2642	4362	3512	4626	4540	2230
chr18	AFG3L2	12328943	12377275	3209	9156	8780	10448	6850	11998	8018	10784	8242	7584	11164
chr18	ALPK2	56148482	56296189	7300	150	38	184	62	44	162	70	138	106	42
chr18	ANKRD12	9136751	9285983	11623	6530	2574	7520	4672	2206	5420	2482	5782	5844	2142
chr18	ANKRD29	21179978	21242849	2273	16	16	20	10	20	4	12	14	12	22
chr18	ANKRD30B	14748239	14852737	4617	42	0	50	24	14	16	8	26	12	2
chr18	APCDD1	10454625	10488698	2562	2	0	46	0	0	2	0	0	0	0
chr18	ARHGAP28	6834432	6915712	5531	4	0	8	0	2	0	0	2	0	0
chr18	ASXL3	31158541	31327399	7642	0	0	0	0	0	0	0	0	8	0
chr18	ATP5A1	43664110	43684199	1987	30628	32148	35736	23374	47182	27080	42488	27408	26516	43882
chr18	ATP8B1	55313659	55470327	5937	14200	7478	16628	11394	7822	12700	8122	13314	13020	7034
chr18	ATP9B	76829397	77138282	4357	1212	920	1372	812	946	1048	1040	1012	1082	948
chr18	B4GALT6	29202209	29264686	4814	504	318	514	374	362	348	396	410	476	324
chr18	BCL2	60790579	60986613	6620	62	30	74	44	34	42	46	48	50	20
chr18	BOD1P	54814293	54817639	3347	10	18	24	6	16	6	22	8	8	30
chr18	C18orf1	13218786	13652753	10044	66	46	98	70	32	72	50	78	104	48
chr18	C18orf21	33552588	33559250	1127	1090	1278	1524	1004	2064	1090	1860	1196	1056	1876
chr18	C18orf25	43753988	43846955	5465	4210	2324	4794	3260	2136	3414	2500	3768	3898	2112
chr18	C18orf26	52258390	52266724	2027	18	4	14	16	10	14	8	22	10	10
chr18	C18orf32	47007548	47013644	1653	322	376	504	334	454	378	516	330	350	462
chr18	C18orf42	5143672	5197255	2302	0	0	0	4	0	2	2	0	0	0
chr18	C18orf54	51885171	51908404	5023	5264	3808	6004	4004	3838	4360	4306	4214	4428	4166
chr18	C18orf56	649620	658340	844	102	154	108	96	254	86	240	82	128	254
chr18	C18orf62	73121827	73139589	1369	0	0	0	0	0	0	0	0	0	0
chr18	C18orf63	71983110	72026422	5065	2	0	0	0	0	0	0	0	0	0
chr18	C18orf8	21083462	21111744	2171	2338	2236	2546	1606	2974	1972	2678	1968	1970	2734
chr18	CABLES1	20714528	20840434	5240	3050	2344	3218	1874	2996	2600	3064	2370	2576	2944
chr18	CABYR	21718955	21741564	2369	102	114	100	90	100	134	172	108	126	120
chr18	CBLN2	70203915	70211723	2894	0	2	0	0	4	0	2	0	0	0
chr18	CCBE1	57098171	57364644	6260	6318	5696	8052	6442	5326	6162	5210	6986	6408	5076
chr18	CCDC102B	66382491	66722426	2919	38	26	34	32	44	32	42	14	32	26
chr18	CCDC11	47753563	47792865	1824	16	28	18	16	22	10	28	14	10	20
chr18	CCDC165	8717369	8832775	6092	7276	6150	8500	5114	4762	6032	5734	6534	6344	4600
chr18	CCDC68	52568740	52626739	4206	2204	1080	2434	1886	1200	1996	1192	1876	2226	1234
chr18	CD226	67530193	67624232	2637	10	14	10	10	6	4	8	14	8	6
chr18	CDH19	64171321	64271216	3185	0	0	0	0	0	2	0	0	0	0
chr18	CDH2	25530930	25757445	4367	13434	10678	16036	10810	10460	12328	11896	13012	11994	9988
chr18	CDH20	59157775	59222365	2855	0	6	4	8	0	10	4	6	4	0
chr18	CDH7	63417488	63548175	2958	0	0	0	0	4	0	0	0	0	0
chr18	CELF4	34823008	35146000	4054	4	4	6	6	8	16	8	6	16	12
chr18	CEP192	12991361	13125051	7976	8194	4380	9802	5748	3756	7110	4756	7196	6928	3648
chr18	CEP76	12672631	12702703	2869	1864	1258	2100	1226	1254	1544	1440	1408	1438	1246
chr18	CHMP1B	11851389	11854448	3060	4246	3976	5310	3366	4394	4130	5052	3956	4340	4164
chr18	CHST9	24495595	24765302	2392	4	4	6	0	0	0	4	4	8	8
chr18	CHST9-AS1	24445272	24515910	2392	34	16	36	32	28	16	16	28	40	20
chr18	CIDEA	12254318	12277594	1585	2	4	4	4	0	6	4	2	4	0
chr18	CLUL1	596998	650293	1996	6	8	10	2	10	4	12	4	6	4
chr18	CNDP1	72201692	72252261	2198	2	2	6	8	6	2	4	4	6	6
chr18	CNDP2	72163500	72190689	5367	10836	10954	12806	7568	15922	9914	14634	9626	9378	15374
chr18	COLEC12	319355	500729	3134	22	4	90	8	16	16	8	8	12	8
chr18	CPLX4	56962636	56985881	1964	2	0	0	2	0	0	0	2	0	0
chr18	CTAGE1	19993564	19997878	4315	4	0	2	0	0	2	0	4	6	2
chr18	CTDP1	77439801	77514510	3841	2492	3192	3050	1736	3828	2294	4068	2484	2340	3626
chr18	CTIF	46065427	46389586	5818	4062	4400	4470	2622	4626	3424	5626	3622	3200	4346
chr18	CXADRP3	14477954	14498705	1610	0	0	0	2	0	0	0	0	0	0
chr18	CXXC1	47808713	47814692	2966	3078	4356	3794	2290	6078	2600	5880	2934	2918	5828
chr18	CYB5A	71920527	71959251	862	1480	1718	1806	1118	2596	1342	2420	1386	1540	2336
chr18	CYP4F35P	14337422	14342523	2876	2	14	10	8	6	10	8	8	14	8
chr18	DCC	49866542	51062273	10210	2	0	2	2	2	0	0	0	0	0
chr18	DLGAP1	3496030	4455266	7373	0	2	0	2	2	4	0	4	2	2
chr18	DOK6	67068284	67516322	8896	6	0	2	0	0	0	0	2	0	0
chr18	DSC1	28709214	28742819	4256	20	24	28	20	28	34	24	30	18	26
chr18	DSC2	28645942	28682388	5245	0	0	0	0	0	0	0	0	0	0
chr18	DSC3	28570052	28622781	6978	100	44	104	60	102	62	82	54	74	100
chr18	DSEL	65173819	65183967	9281	3362	2112	4010	2086	3644	2990	2750	2618	2798	2772
chr18	DSG2	29078027	29128814	5653	18	18	52	26	34	24	24	42	20	18
chr18	DSG3	29027732	29058665	5551	108	92	122	60	104	80	112	108	104	116
chr18	DTNA	32073254	32471808	10729	8	4	2	0	4	10	0	2	0	0
chr18	DYM	46570172	46987079	2628	4166	3066	4936	3248	3180	3592	3834	3634	3590	2884
chr18	ELAC1	48494387	48514490	2233	486	456	612	360	640	454	594	430	402	644
chr18	ELP2	33709837	33754688	2820	6460	5346	7554	4810	5778	5490	6462	5586	5594	5846
chr18	EMILIN2	2847028	2914090	4009	798	840	1086	590	1064	722	924	776	680	988
chr18	ENOSF1	670324	712662	5532	1994	1930	2388	1612	2630	1686	2574	1810	1846	2550
chr18	EPB41L3	5392388	5543986	4446	15948	13102	18702	11892	13440	14316	15900	14638	13984	12668
chr18	EPG5	43427574	43547305	12698	6082	3312	7000	4280	2840	5080	3484	5376	5022	2844
chr18	ESCO1	19109262	19180693	4499	1942	1206	2260	1422	1292	1726	1366	1644	1774	1302
chr18	FAM210A	13663346	13726591	4384	2784	1950	3190	2248	2148	2604	2312	2544	2568	2020
chr18	FAM59A	29843484	30050447	7037	448	390	456	360	332	380	410	340	406	334
chr18	FBXO15	71740588	71815100	1850	4	14	8	2	8	2	6	6	6	12
chr18	FECH	55212073	55253969	7278	3162	2648	3966	2324	3150	2840	3312	2928	2742	2918
chr18	FHOD3	33877702	34360018	4942	706	466	756	440	404	574	566	474	536	332
chr18	FLJ35776	3594112	3597377	993	160	162	190	112	344	178	260	138	158	380
chr18	GALNT1	33234533	33291798	3838	14286	8828	17160	11126	9936	12358	10408	12564	12662	9182
chr18	GALR1	74962008	74982096	2785	0	0	0	0	2	2	0	0	0	0
chr18	GATA6	19749416	19782227	3494	168	100	176	190	156	162	126	184	230	136
chr18	GNAL	11689136	11883144	4830	38	38	70	26	48	36	58	54	62	64
chr18	GREB1L	18822203	19102791	6052	30	18	36	34	12	26	12	26	34	14
chr18	GRP	56887400	56898002	847	8	4	4	2	6	2	4	6	6	0
chr18	HAUS1	43684298	43708299	1165	4408	4776	5206	3588	7460	3842	6512	3900	3916	6840
chr18	HDHD2	44633781	44676871	2185	2568	2392	3092	2162	3106	2514	3080	2362	2328	3008
chr18	HMSD	61616588	61627645	625	0	2	0	0	0	0	2	0	0	0
chr18	HRH4	22040593	22059921	3668	60	40	32	38	56	50	36	50	64	34
chr18	HSBP1L1	77724582	77730822	750	600	612	676	406	1136	498	1044	482	532	1062
chr18	IER3IP1	44681390	44702745	1504	6134	5684	7404	5220	8734	5578	7620	5656	5532	8154
chr18	IMPA2	11981427	12030885	1537	820	992	878	534	1148	714	1454	690	622	1318
chr18	IMPACT	22006609	22033494	3758	2898	1912	3510	2374	1628	2692	2022	2704	2528	1760
chr18	INO80C	33048291	33077955	1088	1406	1568	1624	1104	2612	1242	2268	1316	1286	2416
chr18	KATNAL2	44526787	44628614	2833	60	34	68	44	48	54	52	42	70	20
chr18	KC6	39060236	39100561	1712	0	0	0	0	0	0	0	2	0	0
chr18	KCNG2	77623668	77659816	1401	0	2	12	0	4	4	0	4	10	2
chr18	KCTD1	24034875	24220308	4100	380	452	488	278	482	332	620	448	402	566
chr18	KDSR	60994971	61034506	5198	7066	5298	7840	5200	7016	6190	6656	6188	6222	6536
chr18	KIAA1328	34409080	34805288	4854	804	542	964	480	592	666	594	660	684	580
chr18	KIAA1468	59854524	59974355	5454	3400	2292	4096	2526	2368	2882	2414	3182	3010	2132
chr18	KLHL14	30252634	30352974	4261	0	0	0	2	2	0	0	0	0	2
chr18	L3MBTL4	5954705	6414910	3587	0	0	0	2	0	0	0	0	0	0
chr18	LAMA1	6941743	7117813	9657	26	16	12	20	14	24	16	14	10	10
chr18	LAMA3	21269562	21535029	10701	1706	1170	2120	1168	688	1448	976	1548	1342	834
chr18	LINC00305	61747243	61816260	869	0	0	0	0	0	0	0	2	0	0
chr18	LINC00470	1268312	1359630	2241	28	22	46	48	26	20	32	32	32	30
chr18	LINC00526	5236723	5238028	1306	14	40	34	18	54	28	40	16	38	56
chr18	LIPG	47088427	47119278	4141	3090	1344	4076	3186	2564	2616	1276	3216	3532	1474
chr18	LMAN1	56995056	57026508	4834	19996	11036	23254	15320	11428	17404	12222	17524	17960	10114
chr18	LOC100130522	77905807	77936315	3737	2	18	12	4	10	10	10	8	10	2
chr18	LOC100131655	74506688	74534251	1295	82	58	86	60	136	60	162	66	76	146
chr18	LOC100192426	8360818	8367032	616	4	4	0	4	2	4	4	2	0	6
chr18	LOC100287225	48918412	49088839	4771	16	38	42	32	34	26	18	42	40	38
chr18	LOC100288122	13419498	13427533	2166	6	4	8	4	28	14	22	8	10	16
chr18	LOC100505474	53750587	53804767	2392	0	0	0	0	0	0	0	0	0	0
chr18	LOC100505549	55297534	55336508	1982	234	174	184	144	222	144	218	176	186	210
chr18	LOC100505776	69187200	69246192	3103	14	8	14	8	6	12	8	10	32	6
chr18	LOC100505817	70992176	71017124	1176	68	48	86	68	48	74	50	76	78	38
chr18	LOC201477	3878180	3897069	1258	0	0	0	0	0	0	0	0	0	0
chr18	LOC284215	4264602	4296000	3220	0	0	0	0	0	4	0	0	0	0
chr18	LOC284260	39766668	40271389	1814	20	2	0	4	10	8	12	16	6	6
chr18	LOC284276	74240612	74271784	2243	84	58	96	56	40	56	54	74	68	86
chr18	LOC284294	61771325	62090827	1713	0	0	0	0	0	0	0	0	0	0
chr18	LOC339290	5238099	5246505	3977	642	618	746	520	818	568	820	580	592	746
chr18	LOC390858	56702971	56720446	531	0	0	2	0	0	0	0	0	0	0
chr18	LOC400643	6925473	6929868	1751	2	2	0	0	0	0	0	0	2	0
chr18	LOC400655	70821293	70931733	2654	14	6	16	4	16	6	16	16	20	14
chr18	LOC400657	72259010	72265071	3474	448	424	540	368	580	414	590	430	436	580
chr18	LOC643542	65183783	65566856	2991	6	2	0	0	4	2	2	6	4	4
chr18	LOC644669	15313555	15325918	2097	14	12	12	4	22	12	22	8	16	14
chr18	LOC647946	36786888	37331959	2147	38	34	46	42	32	26	46	38	28	34
chr18	LOC727896	2943213	2946621	3409	58	44	66	42	60	48	52	56	70	26
chr18	LOC728606	24267585	24283602	2598	46	30	56	36	46	26	48	48	56	30
chr18	LOXHD1	44056935	44236996	7789	4	0	2	0	0	4	0	0	4	2
chr18	LPIN2	2916992	3011945	6229	8854	5822	10058	6166	5338	7732	6340	7784	8172	5198
chr18	MALT1	56338618	56417370	5029	4304	2400	5194	3270	2510	3794	3010	3958	3800	2412
chr18	MAPK4	48086484	48258196	4736	2	0	2	0	0	2	2	0	2	0
chr18	MAPRE2	32556892	32723432	4880	6714	5240	7780	4650	6482	5932	6010	5856	6006	5706
chr18	MBD1	47793252	47808144	4811	6628	7062	7908	4874	7908	5544	8128	6164	5836	7226
chr18	MBD2	51677971	51751158	5611	9732	9076	11462	7814	12998	8834	11836	8846	8668	11912
chr18	MBP	74690789	74844774	6900	3234	2768	3778	2176	1996	2864	2842	2836	2648	2056
chr18	MC2R	13882043	13915535	3652	30	14	42	30	44	22	38	46	40	22
chr18	MC5R	13825543	13826861	1319	46	48	62	34	12	38	34	78	32	8
chr18	MCART2	29339659	29340843	1185	14	12	14	16	4	8	16	14	16	14
chr18	ME2	48405432	48476162	4622	6376	4840	7724	5192	4324	5766	5030	6080	5796	4528
chr18	MEP1B	29769987	29800366	2311	2	4	6	2	8	0	0	4	2	2
chr18	METTL4	2537524	2571489	3674	2558	1700	2732	1838	1572	2112	1990	2064	2004	1418
chr18	MEX3C	48700920	48724051	4142	3596	2598	4130	2602	2100	3072	2484	3052	3178	2092
chr18	MIB1	19321545	19450912	9306	10606	4458	12898	8320	3338	9340	4254	9580	9370	3398
chr18	MIR3975	33171701	33171770	70	2	0	4	2	0	2	0	4	2	0
chr18	MOCOS	33767480	33848685	2727	524	360	652	362	272	424	416	552	458	256
chr18	MPPE1	11883472	11908796	3220	1542	1562	1806	1084	2266	1254	2048	1262	1298	2160
chr18	MRO	48321490	48351754	5334	68	80	72	68	92	62	86	82	72	92
chr18	MYL12A	3247528	3256234	1229	31974	33982	37418	24020	54970	24524	50148	27442	23264	54038
chr18	MYL12B	3262111	3278282	1178	32278	36332	34822	23362	57060	29936	56472	28292	26682	60556
chr18	MYO5B	47349156	47721451	9520	478	474	596	508	560	374	500	458	516	450
chr18	MYOM1	3066805	3220106	5847	156	128	146	92	84	122	146	110	130	80
chr18	NAPG	10525873	10552766	3715	3286	2540	3738	2766	2822	3088	2958	2842	2852	2502
chr18	NARS	55267894	55289177	2865	16164	12634	18962	13394	13698	14232	13858	14198	13808	12074
chr18	NDC80	2571510	2616634	2172	9890	9084	11376	6742	10040	8742	11648	8154	7994	10130
chr18	NDUFV2	9102628	9134343	930	6678	7512	7934	5612	13074	6228	10552	6286	6272	11946
chr18	NEDD4L	55711610	56068772	9662	7214	4710	8364	5584	5766	6580	5292	6666	7102	5264
chr18	NETO1	70409549	70534810	8173	0	6	2	0	0	0	0	0	2	0
chr18	NFATC1	77155772	77289323	5780	1070	1076	1228	664	1466	946	1458	952	978	1620
chr18	NOL4	31431064	31803515	4623	0	0	2	0	0	0	0	0	2	0
chr18	NPC1	21111463	21166581	4814	8446	5404	10514	6828	4522	7654	5638	8350	7608	4484
chr18	ONECUT2	55102917	55158530	16122	26	20	38	28	20	32	20	26	20	24
chr18	OSBPL1A	21742011	21977833	4866	970	538	1072	694	544	846	608	770	838	558
chr18	PARD6G	77915117	78005397	3834	238	210	296	178	240	166	230	226	244	190
chr18	PHLPP1	60382672	60647676	6411	3004	2350	3704	2084	2324	2836	2590	2806	2726	2220
chr18	PIAS2	44390023	44497495	7164	2038	1326	2350	1486	1688	1578	1480	1728	1832	1480
chr18	PIEZO2	10670244	11148761	9713	4	2	6	2	2	4	0	10	6	0
chr18	PIGN	59711458	59854289	4875	4398	2576	5130	3202	2308	3790	2986	3846	3764	2332
chr18	PIK3C3	39535199	39661446	3067	3740	2740	4458	2832	3366	3536	3406	3276	3158	3164
chr18	PMAIP1	57567192	57571538	1936	14352	8032	16234	11706	6606	12112	7974	13276	13036	5384
chr18	POLI	51795849	51824604	6058	1290	990	1372	872	968	1064	1186	1094	1154	1036
chr18	PPP4R1	9546792	9614600	3966	17668	13440	20170	12886	15548	15372	16746	15332	16056	14990
chr18	PQLC1	77662420	77711653	2544	2496	3852	2950	1880	6912	2230	5522	2514	2410	6572
chr18	PSMA8	23713816	23773319	1829	4	0	4	0	0	0	0	2	0	2
chr18	PSMG2	12658738	12725739	1159	4696	4822	5364	3558	7282	4108	6854	3910	3882	7324
chr18	PSTPIP2	43563502	43652250	3024	444	368	530	334	400	348	360	404	410	352
chr18	PTPN2	12785477	12884334	3854	2984	2702	3448	2556	3536	2686	3306	2826	2592	3296
chr18	PTPRM	7567314	8406859	5600	8604	5926	9404	5670	6426	7074	7260	6850	7510	5970
chr18	RAB12	8609443	8639380	2138	4102	3542	4734	3550	4356	3668	4262	3726	3568	4106
chr18	RAB27B	52495708	52562747	7003	56	34	96	34	30	50	20	70	56	26
chr18	RAB31	9708228	9862553	3994	7068	4406	8746	5444	5434	6424	4682	6400	6132	4790
chr18	RALBP1	9475530	9538106	4354	12064	10966	13786	8732	10950	10684	13322	10148	9466	11122
chr18	RAX	56934267	56940625	3197	4	0	0	2	0	0	2	4	0	6
chr18	RBBP8	20513295	20606449	3555	5550	3996	6306	4258	4348	4794	4224	4944	4746	3854
chr18	RBFA	77794346	77810652	5679	1626	2330	1992	1344	3512	1466	3244	1544	1574	3252
chr18	RIOK3	21032787	21063099	4033	8714	5652	10092	6950	6856	7716	7066	7824	7766	6432
chr18	RNF125	29598445	29653154	5888	190	104	164	134	140	120	152	174	190	124
chr18	RNF138	29671818	29711524	3664	3358	2780	3982	2938	3316	3050	3350	3146	3068	2956
chr18	RNF152	59482304	59560304	1805	264	150	324	240	270	186	206	236	244	182
chr18	RNF165	43914187	44040783	7040	2	14	6	2	2	4	0	8	0	0
chr18	RNMT	13726704	13764554	6203	6434	3776	7398	4698	3614	5646	4414	5962	5846	3492
chr18	ROCK1	18529703	18691812	6648	9536	3774	11532	7558	2012	8472	3130	8930	9060	2030
chr18	RPL17	47014851	47018935	1163	11122	14402	13230	8818	29514	9462	22598	9840	9860	27068
chr18	RPL17-C18ORF32	47007548	47018935	2049	40	28	60	46	36	50	44	30	28	20
chr18	RPRD1A	33569792	33647373	4267	6280	4130	7294	4880	3744	5454	4058	5514	5824	3496
chr18	RTTN	67671043	67872962	7093	3102	1878	3924	2440	1966	2784	2018	2992	2804	1886
chr18	SALL3	76740275	76758969	5550	0	0	32	0	0	2	8	14	0	2
chr18	SEC11C	56807125	56826063	781	1472	1670	1766	1212	2640	1388	2298	1360	1314	2436
chr18	SEH1L	12947983	12987536	3506	4882	3810	5544	4156	4342	4554	4216	4530	4638	3844
chr18	SERPINB10	61582745	61602476	1194	2	0	0	0	0	0	0	0	0	0
chr18	SERPINB13	61254534	61266433	3180	2	0	0	0	0	0	2	0	0	2
chr18	SERPINB2	61554939	61571124	2166	2	6	10	16	4	6	0	24	8	4
chr18	SERPINB3	61322431	61329197	1777	2	0	0	0	0	2	0	2	0	0
chr18	SERPINB4	61304493	61311502	1719	0	0	0	0	0	0	0	6	0	0
chr18	SERPINB5	61144144	61172318	2633	2	0	6	0	0	0	0	2	4	0
chr18	SERPINB7	61420277	61472604	2313	12	4	10	4	2	4	4	4	0	4
chr18	SERPINB8	61637263	61656608	3786	2664	1854	3182	2512	2468	2572	2032	2558	2712	2040
chr18	SETBP1	42260138	42648475	10972	6	0	8	0	4	0	0	0	0	0
chr18	SIGLEC15	43405545	43422521	1505	6	6	10	10	4	6	10	4	10	8
chr18	SKA1	47901392	47920538	2918	4914	5258	5722	3832	6956	4504	6978	4372	4154	6732
